Category,Procuct,Country,Date,Month,Year,Verified,Helpful,Title,Body,Rating,,,
Vitamin C,B000GG87V2,United States ,September 20,September,2017,yes,yes,Perfect dosage; great product.,I am in my 60s and take 1000 mg of vitamin C daily. My doctor told me that the body can only absorb 500 mg of Vitamin C at a time so I should take 500 mg morning and night.  This is exactly what I need in a Vitamin C supplement. After the change it is vital that women take Vitamin C for optimum health. This supplement is easy to dispense and has a convenient tab on the top for opening without having to remove the lid.,5,,,
Vitamin C,B000GG87V2,United States ,June 19,June,2020,-,yes,These are made in China,I bought 2 for price of 1 for around $10 and got home and it shows on bottle that it is a product of China or Chili...really?,1,,,
Vitamin C,B000GG87V2,United States ,March 20,March,2020,yes,-,"Nice size bottle, but it opens too easily","I bought this because I have to take an iron supplement, and my doctor told me to take 500mg of calcium along with the iron.  It's perfect, good size bottle, decent size pills.  My one big complaint is that the bottle opens way too easily.  It has popped open accidentally just from being in my bag twice!  I know it's not going to kill anyone if they find one and take it (thinking of kids), but I'd really appreciate a tighter fitting lid, or maybe just a screw on cap.",4,,,
Vitamin C,B000GG87V2,United States ,July 31,July,2020,yes,-,Three stars,I bought this for cold and sickness(instead of consuming Orange fruit) but after consuming for couple of weeks didn't feel any difference and also didn't Harm.,3,,,
Vitamin C,B000GG87V2,United States ,October 9,October,2020,yes,yes,GOOD VALUE FOR GOOD VITAMINS,I buy all my Nature’s Bounty vitamins from Amazon where I always get the best value.  These are easy to swallow & have that slight tart Vitamin C flavor.  I try not to taste my vitamins & swallow them down quickly.  These are easy to swallow.  I hope this is helpful.,5,,,
Vitamin C,B000GG87V2,United States ,October 13,October,2020,yes,-,I can only assume this product is as good as any other brand.,I can only assume this product is as good as any other brand. My doctor said it’s OK.,3,,,
Vitamin C,B000GG87V2,United States ,September 26,September,2020,yes,-,Ugh ... impossible to swallow.,"I can't take these. They are literally like chalk and for me just impossible to swallow. I tired chewing... but wow, so tart!! Back to the drawing board I guess.",3,,,
Vitamin C,B000GG87V2,United States ,September 13,September,2020,yes,-,Bitter pills,I choke every time I try to take one of these. I guess I need C capsules...,2,,,
Vitamin C,B000GG87V2,United States ,June 29,June,2016,yes,-,"seems fine, but how could I could I tell","I don't know, seems fine, but how could I could I tell?",3,,,
Vitamin C,B000GG87V2,United States ,November 25,November,2018,yes,-,Really hard for me to swallow,"I don't really care for these; the tablets are small enough, but they are covered with a powdery coating and have a sharp taste, and I have a very, very hard time swallowing them, they get stuck and I gag. This could all be my problem, if you don't have a hard time swallowing strange pills maybe they'll be fine.",2,,,
Vitamin C,B000GG87V2,United States ,September 1,September,2020,yes,-,These vitamin C pills keep me healthy,"I don't take them everyday, but on the days that i do i feel good.The citrus flavor of the pill is strong so i advise that you take it quick.I try to stay healthy and use natural products and i believe nature bounty keeps it safe.",4,,,
Vitamin C,B000GG87V2,United States ,October 3,October,2014,yes,-,I don't want to comment on this as I have ...,I don't want to comment on this as I have only taken one pill so far.  this is new for me.,3,,,
Vitamin C,B000GG87V2,United States ,November 4,November,2020,yes,-,Easy to swallow,I don’t know what you mean by warmth? It’s a tablet you swallow! It’s easy to swallow!,5,,,
Vitamin C,B000GG87V2,United States ,July 10,July,2020,yes,-,Tasty sour,I don’t really the flavor of this pill is it really sour and not chewing,1,,,
Vitamin C,B000GG87V2,United States ,October 22,October,2020,yes,-,Hard to swallow,I ended up having to grind each pill and put it in my yogurt or oatmeal. Pretty unhappy. The size of the pill is not so much the problem as the rough coating.,2,,,
Vitamin C,B000GG87V2,United States ,July 24,July,2016,yes,-,Five Stars,"I feel really good with this product,I have more energy.",5,,,
Vitamin C,B000GG87V2,United States ,May 22,May,2020,yes,yes,Always good,I find Nature's Bounty vitamins are always very good and reliable,5,,,
Vitamin C,B000GG87V2,United States ,May 23,May,2015,-,-,Vitamin C,I get this for my family to take every day. We love it,5,,,
Vitamin C,B000GG87V2,United States ,May 10,May,2014,yes,-,This is a continuous order,I get this on my subscribe and save order.  I think they work fine.  I just don't need to keep reviewing them every month. Do I,5,,,
Vitamin C,B000GG87V2,United States ,July 4,July,2014,yes,-,Good product.,I got these for my mom.  Her doctor recommended vit. c.,5,,,
Vitamin C,B000GG87V2,United States ,July 19,July,2020,yes,-,Hard to swallow,"I got these to take as extra back up for my immune system. They seem to work fine, however, they tend to get stuck in my throat when swallowing. I've never had a problem taking pills, ever in my life, but these are challenging. I also tend to get nauseous after taking these, but I'm not sure if it's this pill or the zinc I take at the same time.",5,,,
Vitamin C,B000GG87V2,United States ,August 23,August,2020,yes,-,Decent,I guess it does what it's supposed to,4,,,
Vitamin C,B000GG87V2,United States ,August 30,August,2020,yes,-,"it is a pill, cannot taste",I guess it is doing it's job,5,,,
Vitamin C,B000GG87V2,United States ,April 16,April,2019,yes,-,Returned pills...Worn down and Powdery,"I had to return the product because the pills were all worn down and there was a thick layer of powder on the bottom of the bottle.  Turns out, there was not enough cotton in the bottle to keep pills from moving and rubbing against one another.  I’ll be buying another brand of vitamin C.",1,,,
Vitamin C,B000GG87V2,United States ,January 8,January,2015,yes,yes,Excellent supplement!,"I have been purchasing Nature's Bounty vitamin supplements for years now and price and quality is always outstanding. These Vitamin C  supplements are nice and small, very easy to swallow and give you just the right amount to get your daily needs met. Being vegan, I know how hard it is to find supplements that don't have animal products in them. I can always count on Nature's Bounty to help supply me with the products I need. I do not work for Nature's Bounty, but I would recommend this product. God bless!",5,,,
Vitamin C,B000GG87V2,United States ,September 5,September,2020,yes,-,So I’m keeping it,I have been taking this Vitamin C ever since I got it and so far it’s been working just fine. No side effects in taking this.,5,,,
Vitamin C,B000GG87V2,United States ,October 17,October,2020,yes,-,"Vitamin C is great for inmune system, this is a great value.","I have been taking vitamin c since before the pandemic started (I used to get sick a lot for no reason) and since December I have never gotten sick yet, which is record breaking for me, I've tried different brands of vitamin C and this one has the best value, been taking them for about over 1 month and so far still feeling good and haven't gotten sick.I do not take them daily tho, every time I go out I take them, and if I'm in the house for 4 days I take them 1 of those days, so far this method had worked wonderful for me personally.",5,,,
Vitamin C,B000GG87V2,United States ,December 31,December,2012,yes,yes,Does the job,"I have no complaints about this product. It seems to meet my needs for VitaminC, is a good size, doesn't have unpleasant side effects.",5,,,
Vitamin C,B000GG87V2,United States ,May 31,May,2020,yes,yes,Great Product!,I have used this product for many years. I love the quantity that is available. I take as directed and it has the benefits I was looking for.,5,,,
Vitamin C,B000GG87V2,United States ,June 20,June,2017,yes,yes,Vitamin C,"I learned many years ago that Vitamin C goes through the body very quickly. Also it makes little difference, unlike some vitamins and minerals, whether it is completely natural or manufactured C. I chose the Nature's Bounty since the company seems reliable, the price is reasonable and the dosage is not too high. As I understand it, if you take too big a dose it just goes right through your system without being used. It has been said for a long time that Vitamin C helps to keep from getting colds, etc. I don't know. I've heard now that vitamin D is actually better for this. In any case, I take some of each daily, it can't hurt, and I seldom get colds.",5,,,
Vitamin C,B000GG87V2,United States ,January 2,January,2017,yes,-,Five Stars,I like it.,5,,,
Vitamin C,B000GG87V2,United States ,June 29,June,2020,yes,-,Best Value for your Money -- easy to swallow even for people bad at taking pills,"I like the flavor, it helps ingesting, as I am bad with pills. This is objectively the best priced bottle ($/mg) on Amazon Prime right now.",5,,,
Vitamin C,B000GG87V2,United States ,August 2,August,2020,yes,-,Easy to swallow Nature Bounty Vitamin C,I love The Nature Bounty vitamins all I use. Great price!,5,,,
Vitamin C,B000GG87V2,United States ,December 15,December,2015,yes,-,Five Stars,I love the product,5,,,
Vitamin C,B000GG87V2,United States ,May 17,May,2015,yes,-,Five Stars,I love these Vitamin C tablets.,5,,,
Vitamin C,B000GG87V2,United States ,November 6,November,2020,yes,-,Best in class,I love this brand,5,,,
Vitamin C,B000GG87V2,United States ,August 14,August,2017,yes,yes,Five Stars,I love this supplement. Price is good and easy to swallow!,5,,,
Vitamin C,B000GG87V2,United States ,October 25,October,2018,yes,yes,Very pleased,"I needed a vitamin C that did not contain ingredients that are not recommended for people with histamine intolerance.  These were perfect.  I know that some people have said they are too big to swallow, but I have not found that to be the case.  If they find that, they should just purchase themselves a pill cutter.  The quality here is excellent.",5,,,
Vitamin C,B000GG87V2,United States ,October 23,October,2020,yes,-,These are huge pills and not coated,"I normally get caplets, which are much better.",1,,,
Vitamin C,B000GG87V2,United States ,September 13,September,2020,yes,-,Quality Vitamin C - hard to swallow uncoated tablet,"I purchased this product after CL Labs tested, verified and recommended the product. Unfortunately, the tablets are uncoated and hard for me to swallow.",3,,,
Vitamin C,B000GG87V2,United States ,March 11,March,2020,yes,-,I really like,I really like it is a very suitable product to raise the defenses.,5,,,
Vitamin C,B000GG87V2,United States ,June 9,June,2013,yes,-,I love it,"I received this on time and in very good condition. I take many of these a day, and will continue taking this vitamin and ordering the same thing over & over again. Thanks",5,,,
Vitamin C,B000GG87V2,United States ,September 1,September,2020,yes,-,the vitamins are made in the USA,"I searched to make sure they were made in the USA and they were, the price was good, time frame for delivery was good, due to the Covid  situation Vitamin C was not available locally, this worked out great",5,,,
Vitamin C,B000GG87V2,United States ,September 17,September,2020,yes,yes,Great Immune boosters!,"I swear by these capsules. I know my immune system is doing great because I have hpv, but it’s dormant right now thanks to these immune boosters! I was so happy to hear I was negative the last time I went to the obgyn!",5,,,
Vitamin C,B000GG87V2,United States ,March 8,March,2016,yes,-,Five Stars,I take 3 of these a day with food to keep the cold/flu away.,5,,,
Vitamin C,B000GG87V2,United States ,February 11,February,2016,yes,-,I would recommend,"I take a Vitamin C every day.  These go down easy, even give them to my kids.  There are no broken tablets at the bottom of the container or excess ""dust"" so its a quality product.  I would recommend.",5,,,
Vitamin C,B000GG87V2,United States ,February 6,February,2020,yes,yes,Hard to swallow,"I take dozens of pills a day, including two vitamin C.  I recently increased the dosage of C from 250mg to 500mg pills, and these are round, chalky, and difficult for me to get down. I'll look for a different brand next time, or go back to the lower dosage and take twice as many. I gave it two stars because I always manage to swallow it;  I've had pills that I simply can't.On the plus side, while I'm trying and trying to get it down, a nice tangy taste is dissolving into my mouth. (No icky artificial fruit flavor, just clean and tangy.)",3,,,
Vitamin C,B000GG87V2,United States ,December 15,December,2018,yes,-,It seem to work OK,I take every day which is really handy during winter months.,4,,,
Vitamin C,B000GG87V2,United States ,July 23,July,2020,yes,-,Keeps me healthy!,I take extra vitamin C to keep my skin clear and to help with my immune system. I barely get sick since I started to take this vitamin.,5,,,
Vitamin C,B000GG87V2,United States ,March 3,March,2015,yes,yes,I take these because I want to be healthy. ...,I take these because I want to be healthy. They don't have much of an orange flavor they're more citrusy and a little bitter/gritty. However this is normal for chewable vitamins. Next time I will buy a gummy instead.,3,,,
Vitamin C,B000GG87V2,United States ,March 1,March,2020,yes,-,Not sick in 4 years!,"I take these in the winter. Fourth season of not getting sick. Maybe it’s these and maybe it’s not, but I’m just gonna keep doing the same thing.",5,,,
Vitamin C,B000GG87V2,United States ,October 25,October,2020,yes,-,Support. Vitamin C,"I think any little help that you can with what is going on , will help. Therefore I support this Vitamin C.",5,,,
Vitamin C,B000GG87V2,United States ,November 3,November,2020,yes,-,Make my stomach hurt,I think i only can give this much star for this vitamin C. It is so sour and have flaky white things in the bottle. So i didnt recommended this for someone who has gastric like me!,2,,,
