,Category,Subcat,name,price,price_cat,stars,stars_cat,sales,sales_cat
283,Music & Audio,Jingles & Intros,create you a custom song or jingle in 48 hours or less,40,Low,5,Five,52,Moderate
284,Writing & Translation,Transcripts,do a high quality transcription of audio or video,5,Very Low,4.7,Four+,9,Low
285,Business,Business Consulting,teach you to make money online,175,Medium,5,Five,64,Moderate
286,Video & Animation,Animation for Streamers,create custom twitch or youtube stinger transitions for you,25,Low,5,Five,1k+,Huge
287,Video & Animation,Whiteboard & Animated Explainers,create a custom 2d animation or cartoon explainer video,601,High,4.9,Four+,78,Moderate
288,Writing & Translation,Press Releases,create ap style press releases to help you earn coverage,175,Medium,5,Five,66,Moderate
289,Writing & Translation,Research & Summaries,research your true crime material,15,Low,5,Five,5,Low
290,Writing & Translation,Online Language LessonsNew,write fun and engaging english lesson plans,5,Very Low,5,Five,4,Low
291,Video & Animation,Intros & Outros,create a high impact intro or outro for you,200,Medium,4.9,Four+,36,Low
292,Music & Audio,SongwritersNew,be your singer songwriter,80,Medium,5,Five,65,Moderate
293,Writing & Translation,Online Language LessonsNew,be your amazon fba coach in french or english,15,Low,5,Five,6,Low
294,Writing & Translation,LinkedIn Profiles,improve and fully optimize your linkedin profile,55,Medium,4.8,Four+,77,Moderate
295,Lifestyle,Personal StylistsNew,be your personal fashion stylist and wardrobe shopping guide,10,Very Low,5,Five,21,Low
296,Lifestyle,Cooking Lessons,give you over 400 Secret Franchise Recipes,5,Very Low,4.7,Four+,11,Low
297,Video & Animation,Logo Animation,do a professional logo animation,140,Medium,5,Five,29,Low
298,Business,Branding Services,create a stunning brand name and a proper brand positioning,70,Medium,4.9,Four+,99,Moderate
299,Programming & Tech,User Testing,"test websites, mobile apps,software, and make bugs report",20,Low,5,Five,11,Low
300,Video & Animation,Slideshows Videos,do a professional photo slideshow,10,Very Low,5,Five,28,Low
301,Music & Audio,Vocal Tuning,"manually tune, align and add effects to your vocals",30,Low,5,Five,1,Low
302,Lifestyle,Cooking Lessons,create epic recipe videos for you,80,Medium,5,Five,13,Low
303,Video & Animation,Subtitles & Captions,add dutch or english subtitles to your video,15,Low,4.9,Four+,9,Low
304,Lifestyle,Viral Videos,make a viral video of what you want,10,Very Low,4.9,Four+,3,Low
305,Lifestyle,Fitness Lessons,do live personal training sessions with skype facetime etc,40,Low,5,Five,10,Low
306,Writing & Translation,Beta Reading,be your sensitivity reader,10,Very Low,5,Five,6,Low
307,Lifestyle,Your Message On...,say anything you want in a video,5,Very Low,5,Five,6,Low
308,Writing & Translation,Scriptwriting,write an engaging script for your commercial or video,10,Very Low,4.9,Four+,422,Huge
309,Video & Animation,Real Estate Promos,create an dynamic real estate  video editing that convert,5,Very Low,4.5,Four+,2,Low
310,Video & Animation,Short Video Ads,Our studio will create awe inspiring instagram video ads,115,Medium,nul,No Star,nul,No Sale
311,Writing & Translation,Translation,professionally translate spanish into english,100,Medium,5,Five,10,Low
312,Lifestyle,Arts & Crafts,make you a beautiful printable wall art,20,Low,5,Five,7,Low
313,Writing & Translation,Transcripts,transcribe in as fast as 12 hours your english audio or video,5,Very Low,5,Five,1k+,Huge
314,Writing & Translation,Translation,professionally translate english to german,25,Low,5,Five,1k+,Huge
315,Video & Animation,App & Website Previews,create a custom app explainer video or app demo video ads,25,Low,4.9,Four+,14,Low
316,Lifestyle,Family & Genealogy,create a family tree to your liking,15,Low,5,Five,1,Low
317,Writing & Translation,Online Language LessonsNew,"help you to learn  arabic standard or slang,first lesson is free",10,Very Low,5,Five,7,Low
318,Writing & Translation,Proofreading & Editing,bring your personal statement to life,35,Low,5,Five,4,Low
319,Writing & Translation,Book EditingNew,edit your work of fiction,50,Low,4.8,Four+,3,Low
320,Writing & Translation,Book EditingNew,be the development editor for your book or memoir or story,10,Very Low,5,Five,283,Huge
321,Business,Market Research,"provide you Business Leads,Contact and Email for MARKETING",5,Very Low,4.9,Four+,1k+,Huge
322,Video & Animation,Live Action Explainers,create powerful live action commercial or business promo video,60,Medium,5,Five,1,Low
323,Digital Marketing,Web Traffic,promote and market your flippa auction on social media to be more active,10,Very Low,5,Five,4,Low
324,Digital Marketing,Local SEO,"do 50 high da yext, moz local citation for you",5,Very Low,4.9,Four+,30,Low
325,Business,Legal Consulting,draft your patent application,100,Medium,5,Five,4,Low
326,Video & Animation,Visual Effects,do all sorts of special visual effects in after effects vfx,10,Very Low,5,Five,4,Low
327,Video & Animation,Lyric & Music Videos,create professional custom lyric videos in any style,400,High,4.9,Four+,78,Moderate
328,Video & Animation,Short Video Ads,create converting business commercial video,55,Medium,5,Five,98,Moderate
329,Lifestyle,Astrology & Readings,perform love and attraction spell,10,Very Low,5,Five,171,Huge
330,Lifestyle,Celebrity Impersonators,say anything you want as a doctor in a video,15,Low,5,Five,28,Low
331,Writing & Translation,Technical Writing,do awesome technical writing,10,Very Low,4.9,Four+,165,Huge
332,Digital Marketing,Local SEO,do full google map plan to outrank local competitors,45,Low,5,Five,31,Low
333,Lifestyle,Traveling,answer any questions you have about tunisia,5,Very Low,5,Five,2,Low
334,Programming & Tech,User Testing,"test and review website, mobile apps android, ios",5,Very Low,4.9,Four+,76,Moderate
335,Digital Marketing,Local SEO,google my business gmb listing bulk verification,125,Medium,5,Five,5,Low
336,Lifestyle,Personal StylistsNew,be your personal shopper and stylist,5,Very Low,5,Five,19,Low
337,Music & Audio,DJ Drops & Tags,do reggae dancehall dj drops,20,Low,5,Five,123,Moderate
338,Writing & Translation,Book EditingNew,"edit your game text, comic script, or work of fiction",5,Very Low,5,Five,3,Low
339,Lifestyle,Collectibles,find the HD pictures of any artist paintings,5,Very Low,4.7,Four+,1,Low
340,Video & Animation,Visual Effects,add visual effects in your video using after effects,5,Very Low,5,Five,2,Low
341,Video & Animation,Local PhotographyBeta,create an amazing short video for your  business or project,646,High,nul,No Star,nul,No Sale
342,Writing & Translation,Technical Writing,do technical writing professionally,10,Very Low,nul,No Star,nul,No Sale
343,Music & Audio,Voice Over,record a professional voice over in 24hrs or less,100,Medium,5,Five,168,Huge
344,Writing & Translation,Proofreading & Editing,edit your manuscript or thesis or dissertation,50,Low,4.8,Four+,64,Moderate
345,Video & Animation,Screencasting Videos,make screen recording with video editing,10,Very Low,5,Five,2,Low
346,Music & Audio,Online Music LessonsNew,teach you all the secrets of tango music,25,Low,nul,No Star,nul,No Sale
347,Lifestyle,Your Message On...,place your logo design on products clothes and more 2 hours,5,Very Low,5,Five,2,Low
348,Writing & Translation,Book EditingNew,be your professional book editor,20,Low,5,Five,2,Low
349,Lifestyle,Celebrity Impersonators,get Celebrities for hold sign that looks Realistic,5,Very Low,5,Five,53,Moderate
350,Video & Animation,Unboxing VideosNew,"create an unboxing, commercial or ecommerce video",45,Low,5,Five,8,Low
351,Programming & Tech,WordPress,create wordpress website design or blog,150,Medium,5,Five,96,Moderate
352,Writing & Translation,Creative Writing,write creative fiction for you,25,Low,5,Five,1,Low
353,Digital Marketing,Domain Research,help you to sell domain name with listing and landing page,10,Very Low,5,Five,9,Low
354,Writing & Translation,Press Releases,distribute your press release to yahoo,170,Medium,4.9,Four+,3,Low
355,Lifestyle,Arts & Crafts,build and paint warhammer miniatures,5,Very Low,5,Five,6,Low
356,Digital Marketing,Local SEO,"do 145 directory citations for usa, uk, canada local SEO",10,Very Low,5,Five,191,Huge
357,Lifestyle,Family & Genealogy,"research your ancestry, and help you build a family tree",10,Very Low,5,Five,24,Low
358,Lifestyle,Craft Lessons,make origami DIY paper crafts videos for youtube facebook,5,Very Low,4.9,Four+,5,Low
359,Video & Animation,Animated GIFs,create unique animated gif,45,Low,5,Five,3,Low
360,Programming & Tech,Web Programming,make you an awesome website,35,Low,nul,No Star,nul,No Sale
361,Programming & Tech,Data Analysis & Reports,"build python scripts do web scraping, data mining extraction",5,Very Low,5,Five,29,Low
362,Video & Animation,Animated GIFs,make an animated lottie json for web or app based on your source,25,Low,5,Five,98,Moderate
363,Video & Animation,App & Website Previews,"create stylish custom app promotion video,explainer web demo",30,Low,5,Five,26,Low
364,Video & Animation,Game Trailers,"create cinematic trailer, intro and promo video",5,Very Low,5,Five,11,Low
365,Business,Lead Generation,provide mca bank statement and app,70,Medium,4.6,Four+,8,Low
366,Writing & Translation,Book EditingNew,edit your christian book comprehensively,5,Very Low,4.9,Four+,43,Low
367,Lifestyle,Greeting Cards & Videos,create a professional spokesperson puppet video in english or in spanish,10,Very Low,4.9,Four+,129,Moderate
368,Writing & Translation,Website Content,write professional website content,5,Very Low,5,Five,85,Moderate
369,Lifestyle,Viral Videos,make viral games and funny videos,5,Very Low,4.9,Four+,3,Low
370,Programming & Tech,WordPress,be your wordpress website designer and developer,50,Low,5,Five,197,Huge
371,Writing & Translation,Proofreading & Editing,proofread and critique any literature or copy,20,Low,5,Five,2,Low
372,Business,Presentations,design a kickass proposal and pitch deck in just a few hours,20,Low,5,Five,1,Low
373,Writing & Translation,Website Content,write content for your website,100,Medium,4.8,Four+,778,Huge
374,Video & Animation,Product Photography,model and photoshoot for your brand,30,Low,5,Five,2,Low
375,Business,Presentations,professionally edit and format powerpoint presentations,20,Low,4.9,Four+,55,Moderate
376,Programming & Tech,QA,penetration test your website with professional report,50,Low,4.9,Four+,117,Moderate
377,Lifestyle,Online Lessons,help with undergraduate mathematics,5,Very Low,5,Five,24,Low
378,Writing & Translation,Proofreading & Editing,bring new life to your book manuscript with deep editing,190,Medium,5,Five,204,Huge
379,Programming & Tech,Chatbots,create a manychat bot for your amazon business on facebook,40,Low,5,Five,145,Moderate
380,Programming & Tech,E-Commerce Development,create complete ecommerce website online store,65,Medium,nul,No Star,nul,No Sale
381,Lifestyle,Astrology & Readings,cast a psychic powerful and permanent love spell to bring your ex back,25,Low,4.9,Four+,217,Huge
382,Lifestyle,Fitness Lessons,conduct online yoga classes,5,Very Low,5,Five,1,Low
383,Video & Animation,Unboxing VideosNew,video a unboxing product or a product demo,20,Low,4.8,Four+,2,Low
384,Video & Animation,Spokespersons Videos,film an HD breaking news video,60,Medium,4.9,Four+,441,Huge
385,Writing & Translation,Resume Writing,Our studio will create a resume and branding presence to get you hired,200,Medium,5,Five,1,Low
386,Programming & Tech,Cybersecurity & Data ProtectionNew,provide cybersecurity and devops services,150,Medium,5,Five,5,Low
387,Programming & Tech,Data Analysis & Reports,"do microsoft excel macro, excel vba, ms excel function formula fast automation",90,Medium,5,Five,1k+,Huge
388,Writing & Translation,Cover Letters,create edit design CV cover letter update linkedin profile,5,Very Low,5,Five,2,Low
389,Lifestyle,Astrology & Readings,cast the retrieve a lover spell,85,Medium,5,Five,574,Huge
390,Writing & Translation,Case Studies,analyze a case study for you,20,Low,5,Five,16,Low
391,Digital Marketing,Music Promotion,submit your songs to record labels,30,Low,4.8,Four+,70,Moderate
392,Programming & Tech,Game Development,develop a andriod mobile 2d and 3d game,20,Low,5,Five,35,Low
393,Writing & Translation,Beta Reading,be your meticulous beta reader,15,Low,5,Five,15,Low
394,Writing & Translation,Business Names & Slogans,"write a slogan, pay off or tagline for you",25,Low,5,Five,1,Low
395,Music & Audio,Mixing & Mastering,master your music using world class outboard gear,100,Medium,5,Five,25,Low
396,Digital Marketing,Web Traffic,drive low bounce traffic with 3 minutes visit duration,20,Low,4.9,Four+,125,Moderate
397,Business,Market Research,create smart form using formstack,5,Very Low,5,Five,21,Low
398,Video & Animation,Video Editing,make marketing videos that inspire,65,Medium,4.9,Four+,32,Low
399,Programming & Tech,Website Builders & CMS,build an add on for your wix site with wix code corvid,75,Medium,4.9,Four+,226,Huge
400,Music & Audio,Sound DesignNew,add sound effects and background music to your project,50,Low,5,Five,22,Low
