"","category","amount","gender","city","state","fraud","age"
"46901","shopping_pos",4.29,"M","Livonia","MI","0",55
"47018","shopping_pos",1.87,"F","Lowell","OR","0",55
"47078","gas_transport",83.07,"F","Gaithersburg","MD","0",84
"47098","misc_pos",29.18,"M","Lonetree","WY","0",39
"47123","shopping_pos",2.53,"F","Manor","PA","0",79
"47141","misc_net",366.65,"M","Tamaroa","IL","0",59
"47378","gas_transport",70.23,"F","Clifton","SC","0",32
"47456","grocery_net",47.66,"F","Utica","MO","0",48
"47526","entertainment",54.12,"F","Harwood","MD","0",87
"47562","entertainment",72.48,"M","Afton","MN","0",85
"47852","entertainment",83.07,"F","West Monroe","LA","0",28
"47874","entertainment",274.77,"F","Phoenix","AZ","0",39
"48079","kids_pets",22.28,"M","Thida","AR","0",20
"48088","home",17.64,"M","Kenner","LA","0",79
"48209","food_dining",7.2,"M","Kent","OR","0",78
"48274","kids_pets",41.83,"M","Lamberton","MN","0",27
"48442","home",122.4,"M","Emmons","MN","0",52
"48630","home",65.9,"M","Ruth","NV","0",74
"48781","kids_pets",22.31,"F","New York City","NY","0",39
"48812","home",99.64,"M","Utica","KS","0",58
"49056","travel",442.87,"M","Rumely","MI","0",30
"49198","entertainment",39.72,"M","Spring Church","PA","0",23
"49258","kids_pets",54.25,"M","West Hartford","VT","0",31
"49341","entertainment",9.26,"F","Wilton","ND","0",72
"49439","home",27.6,"M","Tallmansville","WV","0",53
"49459","shopping_net",1.44,"M","Ruckersville","VA","0",45
"49567","food_dining",19.1,"M","Bowdoin","ME","0",23
"49799","shopping_net",225,"F","Plainfield","NJ","0",46
"49800","food_dining",31.72,"M","Wauchula","FL","0",27
"49825","entertainment",109.43,"F","Matthews","MO","0",41
"49862","home",36.26,"M","North Judson","IN","0",61
"50036","food_dining",59.94,"F","Warren","OH","0",63
"50041","health_fitness",15.95,"F","Campbell","NE","0",80
"50047","home",30.57,"F","Stephensport","KY","0",53
"50117","misc_pos",22.48,"F","Vancouver","WA","0",35
"50168","misc_pos",23.86,"F","Kansas City","MO","0",33
"50225","gas_transport",42.13,"F","Blooming Grove","TX","0",42
"50259","grocery_pos",139.57,"M","High Rolls Mountain Park","NM","0",53
"50323","gas_transport",68.58,"M","West Harrison","NY","0",43
"50461","grocery_pos",31.46,"M","Highland","IN","0",38
"50473","gas_transport",54.54,"M","Milwaukee","WI","0",16
"50601","misc_net",1.96,"F","Warren","OH","0",63
"50632","entertainment",2.35,"M","Moores Hill","IN","0",51
"50824","home",153.71,"M","Cochranton","PA","0",47
"50869","home",82.88,"M","Springfield Gardens","NY","0",59
"50998","health_fitness",26.77,"M","East Rochester","NY","0",92
"51037","personal_care",77.88,"M","Margaretville","NY","0",42
"51041","food_dining",8.41,"F","Matthews","MO","0",41
"51302","home",86.46,"F","Louisville","KY","0",59
"51326","entertainment",19.51,"M","Bronx","NY","0",30
"51363","personal_care",80.62,"M","Tower Hill","IL","0",40
"51378","shopping_pos",1.64,"M","Grant","AL","0",48
"51719","home",7.91,"F","Sun City","CA","0",48
"51957","grocery_pos",104.75,"F","Elberta","MI","0",25
"52022","grocery_pos",107.66,"M","Freedom","WY","0",53
"52056","grocery_pos",89.18,"M","Jordan Valley","OR","0",27
"52113","gas_transport",95.99,"M","Cecilton","MD","0",51
"52190","shopping_net",28.77,"F","East Andover","ME","0",50
"52257","grocery_pos",187.71,"F","Roma","TX","0",30
"52361","gas_transport",76.2,"F","Lawn","PA","0",48
"52432","gas_transport",62.37,"F","Higganum","CT","0",56
"52501","gas_transport",71.69,"F","River","KY","0",89
"52551","grocery_pos",112.5,"M","Oak Hill","NY","0",49
"52617","gas_transport",74.13,"F","Fort Washakie","WY","0",34
"52882","home",23.97,"M","Denham Springs","LA","0",26
"52929","shopping_net",9.75,"F","Vero Beach","FL","0",34
"53119","kids_pets",110.54,"F","Stayton","OR","0",52
"53181","entertainment",39.16,"M","Wilmette","IL","0",34
"53213","personal_care",33.03,"M","Arlington","VA","0",36
"53345","misc_net",9.21,"M","Moriarty","NM","0",32
"53381","travel",512.13,"M","Harper","TX","0",27
"53426","misc_net",613.35,"M","Reno","NV","0",23
"53481","home",14.26,"M","Johns Island","SC","0",23
"53484","health_fitness",245.45,"F","Drakes Branch","VA","0",35
"53606","personal_care",40.31,"F","Eldridge","AL","0",34
"53649","shopping_pos",2.33,"M","Wilmette","IL","0",34
"53764","misc_pos",2.79,"F","Wetmore","MI","0",48
"54202","misc_net",85.34,"F","Old Hickory","TN","0",26
"54416","grocery_pos",125.1,"F","Esbon","KS","0",33
"54665","gas_transport",39.22,"F","Allentown","PA","0",22
"54902","misc_pos",217.39,"F","Prairie Hill","TX","0",64
"54972","grocery_pos",88.54,"F","Eureka","IL","0",75
"55095","entertainment",101.19,"M","Harrodsburg","IN","0",65
"55237","shopping_net",1.62,"M","Wichita","KS","0",35
"55398","entertainment",127.29,"F","Skytop","PA","0",93
"55404","shopping_net",3.73,"F","Azusa","CA","0",37
"55477","food_dining",14.78,"M","Arnold","MO","0",35
"55601","home",82.99,"M","Harper","TX","0",27
"55626","shopping_pos",3.52,"F","Laramie","WY","0",32
"55654","misc_pos",199.69,"M","East Troy","WI","0",29
"55691","home",34.12,"F","Dayton","OH","0",50
"55695","entertainment",23.25,"F","Hahira","GA","0",23
"55723","entertainment",59.04,"F","Topeka","KS","0",16
"55776","home",147.4,"F","Clarks Mills","PA","0",23
"55797","entertainment",8.75,"M","Newport","ME","0",25
"55808","misc_net",108.33,"M","Thida","AR","0",20
"55811","food_dining",28.83,"F","Bagley","WI","0",46
"56016","kids_pets",50.03,"M","Manderson","SD","0",40
"56103","health_fitness",69.36,"F","Darien","GA","0",53
"56203","home",64.3,"M","Morrisdale","PA","0",47
"56413","entertainment",71.81,"M","Romulus","MI","0",49
"56440","grocery_pos",78.99,"M","North Judson","IN","0",61
"56468","misc_net",40.03,"M","Moulton","IA","0",59
"56602","misc_pos",397.49,"F","Diamond","OH","0",37
"56643","gas_transport",42.4,"F","Drakes Branch","VA","0",35
"56645","gas_transport",55.74,"M","Amorita","OK","0",62
"56790","grocery_pos",104.17,"F","Sixes","OR","0",92
"56867","gas_transport",79.52,"M","West Chazy","NY","0",66
"56893","misc_pos",193.81,"M","Chester Heights","PA","0",75
"56976","shopping_net",6.79,"M","Purmela","TX","0",77
"57234","grocery_pos",114.82,"F","Centerview","MO","0",31
"57288","gas_transport",70.98,"M","Montandon","PA","0",46
"57434","personal_care",23.9,"F","O Brien","TX","0",37
"57547","health_fitness",153.94,"F","Blackville","SC","0",54
"57820","food_dining",88,"M","Utica","KS","0",58
"57827","kids_pets",82.36,"M","Muskegon","MI","0",25
"57951","home",3,"F","Yellowstone National Park","WY","0",79
"58123","home",44.92,"F","Philadelphia","PA","0",35
"58137","personal_care",4.43,"F","Clarks Mills","PA","0",23
"58203","health_fitness",70.51,"M","Elk Rapids","MI","0",34
"58351","entertainment",11.26,"F","Grassflat","PA","0",64
"58496","home",46.04,"M","Utica","KS","0",58
"58877","grocery_net",116.54,"M","Mallie","KY","0",94
"59035","grocery_pos",114.49,"F","Rhame","ND","0",65
"59067","gas_transport",38.08,"F","Manistique","MI","0",41
"59239","grocery_pos",230.57,"F","Tupper Lake","NY","0",44
"59308","gas_transport",67.43,"M","Weeping Water","NE","0",69
"59383","gas_transport",60.73,"F","Allentown","PA","0",22
"59389","food_dining",29.58,"M","Springfield","VA","0",70
"59500","misc_net",6.35,"F","Spencer","SD","0",48
"59533","grocery_pos",59.88,"M","Wichita","KS","0",35
"59558","misc_pos",2.08,"M","Springfield","GA","0",51
"59626","food_dining",48.32,"M","Carlisle","IN","0",82
"59901","grocery_pos",87.17,"M","Edmond","OK","0",27
"59922","gas_transport",49.34,"F","Republic","MI","0",56
"59937","gas_transport",66.61,"M","Southfield","MI","0",46
"60156","kids_pets",35.47,"F","Pembroke Township","IL","0",16
"60346","entertainment",69.11,"M","Beaverdam","OH","0",42
"60507","shopping_pos",159.16,"F","Leonard","TX","0",43
"60542","health_fitness",74.69,"M","Pointe Aux Pins","MI","0",26
"60687","travel",8.33,"F","Hahira","GA","0",23
"60779","health_fitness",75.02,"M","Egan","LA","0",48
"60800","food_dining",63.19,"M","Summerfield","TX","0",28
"60880","misc_net",9.95,"M","Norman Park","GA","0",17
"60949","shopping_net",7.38,"F","Jermyn","PA","0",39
"60993","personal_care",8.34,"M","Smackover","AR","0",34
"61125","grocery_pos",69.11,"F","Hahira","GA","0",23
"61177","personal_care",75.75,"F","Walnut Ridge","AR","0",43
"61193","shopping_net",4.16,"F","Jones","AL","0",49
"61217","health_fitness",16.86,"M","Belmond","IA","0",56
"61261","personal_care",3.76,"M","Curlew","IA","0",81
"61271","shopping_pos",3.02,"F","Plainfield","NJ","0",46
"61281","home",11.51,"M","Elizabethtown","KY","0",30
"61331","food_dining",137.59,"M","Huntsville","AL","0",47
"61511","kids_pets",9.59,"F","Sun City","CA","0",48
"62015","personal_care",163.81,"F","Saint Louis","MO","0",60
"62125","food_dining",6.58,"M","San Antonio","TX","0",25
"62148","shopping_pos",4.57,"M","Sauk Rapids","MN","0",33
"62149","personal_care",129.52,"F","De Witt","AR","0",27
"62270","entertainment",4.14,"F","Mount Morris","NY","0",62
"62284","misc_pos",24.99,"M","Beaverdam","OH","0",42
"62369","misc_net",85.1,"F","Santa Monica","CA","0",59
"62468","grocery_pos",132.9,"M","Port Ewen","NY","0",54
"62677","grocery_net",54.98,"F","Rock Springs","WY","0",36
"62684","grocery_pos",101.09,"F","Scotia","SC","0",47
"62729","grocery_pos",228.29,"F","Phoenix","AZ","0",39
"62872","gas_transport",53.52,"M","Cecilton","MD","0",51
"63309","gas_transport",57.82,"M","Monmouth Beach","NJ","0",42
"63362","shopping_net",1.05,"M","Mount Hope","AL","0",65
"63485","misc_pos",7.39,"F","Carlotta","CA","0",69
"63652","shopping_pos",114.38,"F","Mifflin","PA","0",66
"63820","kids_pets",29.36,"M","Wilmette","IL","0",34
"63958","shopping_net",418.79,"F","Ogdensburg","NJ","0",26
"64194","home",112.4,"M","Birmingham","AL","0",40
"64211","home",39.03,"M","Tallmansville","WV","0",53
"64226","shopping_pos",7.29,"F","Florence","MS","0",36
"64279","entertainment",24.06,"M","Arcadia","OH","0",87
"64481","entertainment",38,"F","Lahoma","OK","0",68
"64658","personal_care",33.19,"F","Winter","WI","0",55
"64786","home",66.85,"M","Lakeview","MI","0",44
"64846","home",20.04,"M","Bessemer","AL","0",31
"64917","entertainment",54.87,"M","Monmouth Beach","NJ","0",42
"65004","personal_care",144.06,"F","Oolitic","IN","0",29
"65086","shopping_pos",5.1,"M","Sachse","TX","0",35
"65099","personal_care",10.97,"F","Unionville","MO","0",70
"65180","entertainment",6.31,"M","Sea Island","GA","0",57
"65191","kids_pets",73.35,"F","Meridian","TX","0",50
"65256","home",68.72,"F","North Wilkesboro","NC","0",36
"65314","home",201.12,"M","Oklahoma City","OK","0",54
"65448","kids_pets",42.44,"M","South Londonderry","VT","0",63
"65451","entertainment",7.31,"F","East Andover","ME","0",50
"65531","personal_care",47.38,"F","Goodrich","MI","0",35
"65543","shopping_pos",6.99,"M","Conway","NH","0",21
"65588","misc_pos",128.32,"M","Oakland","TN","0",27
"65758","shopping_net",5.26,"F","Mountain Park","OK","0",37
"65937","shopping_net",23.77,"M","Mc Veytown","PA","0",23
"66093","travel",561.21,"M","Tower Hill","IL","0",40
"66360","gas_transport",90.97,"F","Goodrich","MI","0",35
"66411","entertainment",44.83,"F","Ashford","WA","0",64
"66456","gas_transport",100.84,"M","Rock Tavern","NY","0",83
"66585","grocery_net",50.62,"M","Brooklin","ME","0",46
"66903","shopping_pos",5.02,"M","Dallas","TX","0",68
"66906","misc_net",84.24,"M","Cadiz","KY","0",59
"67007","misc_pos",11.63,"F","Phenix City","AL","0",36
"67022","misc_net",142.9,"F","Phoenix","AZ","0",39
"67077","gas_transport",38.37,"M","Sacramento","CA","0",41
"67109","misc_net",105.79,"M","Kingsville","MD","0",59
"67297","grocery_pos",120.83,"M","Arcadia","MI","0",54
"67357","misc_net",35.67,"F","Burbank","WA","0",39
"67568","gas_transport",33.26,"F","Norwich","OH","0",58
"67686","personal_care",16.24,"F","Tyler","TX","0",36
"67900","misc_pos",108.89,"F","Clarks Mills","PA","0",23
"67934","food_dining",8.97,"F","Shenandoah Junction","WV","0",54
"67951","kids_pets",14.96,"M","Quanah","TX","0",22
"68027","entertainment",110.68,"F","Milford","OH","0",24
"68033","shopping_pos",130.74,"M","Mount Saint Joseph","OH","0",46
"68209","home",133.56,"M","Coffeeville","MS","0",36
"68324","shopping_net",6.66,"F","Altonah","UT","0",30
"68334","shopping_pos",1.12,"F","Baton Rouge","LA","0",43
"68380","kids_pets",48.12,"M","Afton","MI","0",62
"68439","home",9.77,"M","Topeka","KS","0",45
"68581","shopping_net",7.87,"F","East Canaan","CT","0",33
"68781","health_fitness",58.04,"F","Harwood","MD","0",87
"68801","entertainment",103.2,"F","Moundsville","WV","0",43
"68865","kids_pets",26.2,"M","Varnell","GA","0",76
"68878","kids_pets",133.16,"M","Dallas","TX","0",78
"69034","food_dining",1.44,"M","Tekoa","WA","0",21
"69053","home",99.38,"F","Blackville","SC","0",54
"69084","shopping_pos",1.3,"F","Bonfield","IL","0",30
"69221","travel",518.13,"M","Saint Bonaventure","NY","0",46
"69426","food_dining",114.68,"M","Falmouth","MI","0",65
"69763","home",51.71,"F","Creola","OH","0",41
"69975","shopping_pos",2.1,"M","Wauchula","FL","0",27
"70100","grocery_pos",165.06,"F","Phoenix","AZ","0",39
"70196","grocery_pos",79.02,"M","Oakland","CA","0",46
"70332","gas_transport",81.72,"F","Scotia","SC","0",47
"70354","grocery_net",53.83,"M","Elkhart","IA","0",46
"70562","shopping_net",1.16,"F","Tiptonville","TN","0",56
"70577","gas_transport",61.2,"M","Parsonsfield","ME","0",64
"70590","gas_transport",65.92,"F","Cranks","KY","0",53
"70859","entertainment",76.28,"M","Egan","LA","0",48
"71026","travel",3.27,"F","Laramie","WY","0",32
"71258","personal_care",3.67,"F","Smiths Grove","KY","0",21
"71365","health_fitness",57.05,"F","Rule","TX","0",66
"71431","kids_pets",31.36,"M","Bolton","NC","0",75
"71829","shopping_pos",188.82,"F","Clarks Mills","PA","0",23
"71875","shopping_pos",9.45,"M","Espanola","NM","0",48
"71937","grocery_pos",57.86,"F","Plymouth","CT","0",47
"71963","gas_transport",89.27,"F","Vienna","GA","0",63
"72010","grocery_pos",115.32,"F","Fullerton","NE","0",47
"72107","gas_transport",76.3,"F","Cottekill","NY","0",30
"72249","gas_transport",62.4,"M","Belgrade","MT","0",45
"72268","grocery_net",49.3,"F","Indianapolis","IN","0",45
"72287","misc_net",8.25,"F","Gregory","AR","0",62
"72304","gas_transport",68.65,"F","Hurley","SD","0",48
"72355","misc_pos",80.67,"M","Greenwich","NJ","0",55
"72387","shopping_net",64.28,"M","Tyaskin","MD","0",55
"72445","gas_transport",55.51,"M","Amorita","OK","0",62
"72579","grocery_pos",97.33,"F","Thrall","TX","0",44
"72723","home",12.39,"M","Varnell","GA","0",76
"72745","home",48.01,"M","Belmond","IA","0",56
"72779","misc_pos",78.77,"M","Wilmette","IL","0",34
"72807","shopping_pos",1.71,"F","Indianapolis","IN","0",45
"72862","kids_pets",92.44,"M","Halma","MN","0",78
"72988","misc_pos",19.92,"M","Huntsville","AL","0",47
"73116","entertainment",10.04,"M","Elizabethtown","KY","0",30
"73146","food_dining",50.75,"M","Pointe Aux Pins","MI","0",26
"73202","food_dining",17.44,"F","Morrisdale","PA","0",33
"73288","personal_care",252.2,"F","Albuquerque","NM","0",44
"73462","misc_net",8.42,"F","Mill Creek","PA","0",34
"73469","home",9.54,"F","Shields","ND","0",31
"73477","food_dining",126.85,"F","Norwich","OH","0",58
"73505","home",126.36,"M","Fayetteville","NC","0",27
"73804","kids_pets",71.57,"M","Kenner","LA","0",79
"73819","kids_pets",27.6,"F","Gregory","AR","0",62
"73840","health_fitness",76.26,"M","Doe Hill","VA","0",34
"73873","home",87.71,"M","Paulding","OH","0",84
"73890","home",32.01,"F","Colorado Springs","CO","0",28
"74056","shopping_net",9.24,"F","Manor","PA","0",79
"74168","gas_transport",58.98,"M","Cass","WV","0",50
"74215","gas_transport",66.38,"M","West Hartford","VT","0",31
"74270","food_dining",25.75,"M","Waukesha","WI","0",74
"74295","grocery_net",49.58,"M","Margaretville","NY","0",42
"74504","gas_transport",82.6,"M","Warren","MI","0",64
"74701","misc_net",9.42,"M","Mount Hope","AL","0",65
"74904","kids_pets",26.61,"F","Birmingham","IA","0",32
"75088","personal_care",31.88,"F","Grandview","TX","0",28
"75136","home",81.66,"M","Meadville","MO","0",46
"75196","entertainment",85.15,"M","Fiddletown","CA","0",33
"75225","health_fitness",30.47,"M","Lohrville","IA","0",66
"75580","entertainment",12.94,"F","Carlotta","CA","0",69
"75619","shopping_pos",6.02,"F","Uledi","PA","0",37
"75730","misc_pos",36.94,"M","Sachse","TX","0",35
"75847","food_dining",23.09,"F","Meridian","TX","0",50
"75852","health_fitness",17.46,"F","Skytop","PA","0",93
"75917","travel",1.03,"M","Webster City","IA","0",57
"75970","personal_care",32.4,"M","Paulding","OH","0",84
"76022","health_fitness",81.06,"F","Moundsville","WV","0",43
"76267","grocery_pos",92.46,"M","North Augusta","SC","0",78
"76301","gas_transport",60.74,"M","Mayersville","MS","0",41
"76418","gas_transport",73.61,"M","Tower Hill","IL","0",40
"76493","shopping_pos",6.25,"M","Marion","CT","0",58
"76495","misc_net",7.87,"F","Bradley","SC","0",36
"76541","food_dining",157.31,"F","West Columbia","SC","0",91
"76615","gas_transport",55.61,"F","Bagley","WI","0",46
"76667","grocery_pos",109.08,"F","Creola","OH","0",41
"76707","misc_pos",7.12,"M","Sontag","MS","0",62
"76871","shopping_pos",474.35,"M","Purmela","TX","0",77
"76879","gas_transport",46.05,"M","Moorhead","MS","0",21
"77056","gas_transport",75.82,"F","Clay Center","OH","0",55
"77183","travel",5.28,"F","New Waverly","TX","0",72
"77291","health_fitness",78.25,"M","Elkhart","IA","0",46
"77460","health_fitness",12.1,"F","Holstein","NE","0",70
"77715","kids_pets",159.89,"F","Gadsden","AL","0",50
"77732","kids_pets",49.09,"M","Olmsted","IL","0",38
"77793","shopping_net",224.32,"M","Humble","TX","0",30
"77844","shopping_net",33.37,"F","Hinckley","OH","0",32
"78164","food_dining",3.07,"M","Fulton","OH","0",15
"78261","misc_net",4.24,"F","North Loup","NE","0",40
"78502","shopping_pos",1.11,"M","Sachse","TX","0",35
"78602","food_dining",55.93,"M","Oxford","MI","0",60
"78656","grocery_pos",70.01,"M","Monmouth Beach","NJ","0",42
"78768","grocery_pos",86.04,"M","Key West","FL","0",33
"78788","misc_net",6.99,"F","Stephensport","KY","0",53
"78799","gas_transport",51.16,"F","East Canaan","CT","0",33
"78856","grocery_pos",204.56,"F","Meridian","ID","0",49
"78900","gas_transport",92.87,"M","Hawthorne","CA","0",25
"78914","grocery_pos",84.05,"M","Moriarty","NM","0",32
"78974","shopping_net",9.35,"F","Cascade Locks","OR","0",84
"79057","grocery_net",37.51,"F","Avoca","IA","0",49
"79338","gas_transport",62.9,"F","Coleman","TX","0",58
"79503","grocery_pos",172.59,"M","Manley","NE","0",53
"79749","shopping_pos",5.64,"M","High Rolls Mountain Park","NM","0",53
"79829","grocery_net",115.99,"F","Elberta","MI","0",25
"80043","entertainment",134.29,"M","Manley","NE","0",53
"80206","home",15.49,"F","Ford","VA","0",44
"80340","health_fitness",91.85,"F","Clarksville","MO","0",91
"80558","home",65.95,"M","Indianapolis","IN","0",33
"80709","personal_care",26.72,"F","Clay Center","OH","0",55
"80744","food_dining",33.7,"M","Haw River","NC","0",36
"80796","health_fitness",120.79,"M","Hatch","UT","0",59
